Year,Agency,Category,Detail,Vendor,Federal
2011,MENTAL HEALTH,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,17150
2011,CORRECTIONS,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,7000
2011,MENTAL HEALTH,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,41385
2011,ECONOMIC DEVELOPMENT,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,1000
2011,NATURAL RESOURCES,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,11100
2011,ELEMENTARY AND SECONDARY EDUCATION,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,87000
2011,HEALTH AND SENIOR SERVICES,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,4660.53
2011,CORRECTIONS,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,11000
2011,NATURAL RESOURCES,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,700
2011,AGRICULTURE,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,15000
2011,NATURAL RESOURCES,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,1250
2011,CORRECTIONS,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,193296
2011,HEALTH AND SENIOR SERVICES,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,252.4
2011,AGRICULTURE,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,10000
2011,HEALTH AND SENIOR SERVICES,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,14547.2
2011,REVENUE,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,50000
2011,OFFICE OF ATTORNEY GENERAL,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,75500
2011,SOCIAL SERVICES,SUPPLIES,EDUCATION SUPPLIES,UNITED STATES POSTAL SERVICE,500
2011,PUBLIC SAFETY,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,2770.67
2011,SOCIAL SERVICES,SUPPLIES,OFFICE SUPPLIES,UNITED STATES POSTAL SERVICE,2000
2011,SOCIAL SERVICES,SUPPLIES,OFFICE SUPPLIES,UNITED STATES POSTAL SERVICE,700
2011,SOCIAL SERVICES,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,114337.6
2011,SOCIAL SERVICES,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,187238.32
2011,SOCIAL SERVICES,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,434104.99
2011,OFFICE OF STATE TREASURER,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,125000
2011,OFFICE OF ATTORNEY GENERAL,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,32000
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNITED STATES TREASURY,792.91
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,UNITED STATES TREASURY,384.5
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNITED STATES TREASURY,746.13
2011,SOCIAL SERVICES,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,UNITED STATES TREASURY,300
2011,CORRECTIONS,BUILDING LEASE PAYMENTS,"BUILDING/STORAGE/STRUCTURE LEASES, OPER",UNITED STATES TREASURY,2763.73
2011,SOCIAL SERVICES,HOUSEKEEP & JANITOR SERVICES,FIRE EXTINGUISHER SERVICES,UNITED STATES TREASURY,295.45
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNITED STATES TREASURY,117.88
2011,SOCIAL SERVICES,MISCELLANEOUS EXPENSES,COPIES OF RECORDS,UNITED STATES TREASURY,24.57
2011,MENTAL HEALTH,PROGRAM DISTRIBUTIONS,MENTAL HEALTH PAYMNTS-1099 YES,UNITED STATES TREASURY,240
2011,SOCIAL SERVICES,MISCELLANEOUS EXPENSES,COPIES OF RECORDS,UNITED STATES TREASURY,53.55
2011,MENTAL HEALTH,PROGRAM DISTRIBUTIONS,MENTAL HEALTH PAYMNTS-1099 YES,UNITED STATES TREASURY,178
2011,MENTAL HEALTH,PROGRAM DISTRIBUTIONS,MENTAL HEALTH PAYMNTS-1099 YES,UNITED STATES TREASURY,764.3
2011,OFFICE OF ADMINISTRATION,HOUSEKEEP & JANITOR SERVICES,HOUSEKEEP & JANITOR SERVICES,UNITED STATES TREASURY,1047.91
2011,OFFICE OF ADMINISTRATION,HOUSEKEEP & JANITOR SERVICES,HOUSEKEEP & JANITOR SERVICES,UNITED STATES TREASURY,5050
2011,OFFICE OF ADMINISTRATION,HOUSEKEEP & JANITOR SERVICES,HOUSEKEEP & JANITOR SERVICES,UNITED STATES TREASURY,5633.7
2011,MENTAL HEALTH,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,UNITHERM INC,330.86
2011,CORRECTIONS,SUPPLIES,OFFICE SUPPLIES,UNITHERM INC,1713
2011,MENTAL HEALTH,SUPPLIES,OFFICE SUPPLIES,UNITHERM INC,71.08
2011,CORRECTIONS,SUPPLIES,LAUNDRY & LINEN SUPPLIES,UNITHERM INC,203.6
2011,MENTAL HEALTH,SUPPLIES,LAUNDRY & LINEN SUPPLIES,UNITHERM INC,258.12
2011,CORRECTIONS,OTHER EQUIPMENT,OTHER EQUIPMENT,UNITHERM INC,1248
2011,CORRECTIONS,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,UNITHERM INC,1634.6
2011,CORRECTIONS,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,UNITHERM INC,198
2011,CORRECTIONS,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITHERM INC,563.93
2011,CORRECTIONS,SUPPLIES,MECHANICAL SUPPLIES,UNITHERM INC,24
2011,CORRECTIONS,SUPPLIES,OTHER RESIDENTIAL SUPPLIES,UNITHERM INC,2140.1
2011,CORRECTIONS,SUPPLIES,CLOTHING SUPPLIES,UNITHERM INC,9968.3
2011,HEALTH AND SENIOR SERVICES,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,UNIVERSITY OF CENTRAL MISSOURI,13298.5
2011,OFFICE OF ADMINISTRATION,PROFESSIONAL SERVICES,MEDICAL & DENTAL SERVICES,UNIVERSITY OF CENTRAL MISSOURI,1686
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF CENTRAL MISSOURI,20000
2011,SOCIAL SERVICES,BUILDING LEASE PAYMENTS,MEETING ROOM/EXHIBIT SPACE RENTALS,UNIVERSITY OF CENTRAL MISSOURI,100
2011,ELEMENTARY AND SECONDARY EDUCATION,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF CENTRAL MISSOURI,140
2011,PUBLIC SAFETY,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF CENTRAL MISSOURI,150
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF CENTRAL MISSOURI,5000
2011,PUBLIC SAFETY,PROFESSIONAL SERVICES,TEMPORARY PERSONNEL SERVICES,UNIVERSITY OF CENTRAL MISSOURI,1185.29
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNIVERSITY OF CENTRAL MISSOURI,25
2011,OFFICE OF ADMINISTRATION,PROFESSIONAL SERVICES,MEDICAL & DENTAL SERVICES,UNIVERSITY OF CENTRAL MISSOURI,609.82
2011,CONSERVATION,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,UNIVERSITY OF CENTRAL MISSOURI,2180.1
2011,PUBLIC SAFETY,PROFESSIONAL SERVICES,EDUCATIONAL SERVICES,UNIVERSITY OF CENTRAL MISSOURI,3025
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF CENTRAL MISSOURI,1160787.73
2011,SOCIAL SERVICES,PROGRAM DISTRIBUTIONS,OTHER ASSISTANCE BENEFITS,UNIVERSITY OF CENTRAL MISSOURI,30782.18
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,AID EDUC INSTIT & SCHOOL DIST,UNIVERSITY OF CENTRAL MISSOURI,688191.63
2011,OFFICE OF ADMINISTRATION,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF CENTRAL MISSOURI,2500
2011,ELEMENTARY AND SECONDARY EDUCATION,PROFESSIONAL SERVICES,EDUCATIONAL SERVICES,UNIVERSITY OF CENTRAL MISSOURI,190.4
2011,PUBLIC SAFETY,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,UNIVERSITY OF CENTRAL MISSOURI,20600
2011,ECONOMIC DEVELOPMENT,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF CENTRAL MISSOURI,63035
2011,PUBLIC SAFETY,BUILDING LEASE PAYMENTS,MEETING ROOM/EXHIBIT SPACE RENTALS,UNIVERSITY OF CENTRAL MISSOURI,160
2011,ECONOMIC DEVELOPMENT,PROGRAM DISTRIBUTIONS,AID EDUC INSTIT & SCHOOL DIST,UNIVERSITY OF CENTRAL MISSOURI,15932.47
2011,SOCIAL SERVICES,PROGRAM DISTRIBUTIONS,EDUCATION ASSIST PAYMENTS,UNIVERSITY OF CENTRAL MISSOURI,240
2011,ELEMENTARY AND SECONDARY EDUCATION,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF CENTRAL MISSOURI,95
2011,PUBLIC SAFETY,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,UNIVERSITY OF CENTRAL MISSOURI,9148.15
2011,ECONOMIC DEVELOPMENT,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF CENTRAL MISSOURI,253345.6
2011,PUBLIC SAFETY,PROGRAM DISTRIBUTIONS,OTHER ASSISTANCE BENEFITS,UNIVERSITY OF CENTRAL MISSOURI,133013.22
2011,HEALTH AND SENIOR SERVICES,BUILDING LEASE PAYMENTS,MEETING ROOM/EXHIBIT SPACE RENTALS,UNIVERSITY OF CENTRAL MISSOURI,1000
2011,PUBLIC SAFETY,PROFESSIONAL DEVELOPMENT,TUITION EXPENSES,UNIVERSITY OF CENTRAL MISSOURI,241908.02
2011,ELEMENTARY AND SECONDARY EDUCATION,TRAVEL,IN-STATE LODGING,UNIVERSITY OF CENTRAL MISSOURI,413.02
2011,PUBLIC SAFETY,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF CENTRAL MISSOURI,80
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,UNIVERSITY OF CENTRAL MISSOURI,750
2011,PUBLIC SAFETY,BUILDING LEASE PAYMENTS,MEETING ROOM/EXHIBIT SPACE RENTALS,UNIVERSITY OF CENTRAL MISSOURI,30
2011,CORRECTIONS,BUILDING LEASE PAYMENTS,PARKING LEASES,UNIVERSITY OF CENTRAL MISSOURI,124
2011,OFFICE OF SECRETARY OF STATE,PROGRAM DISTRIBUTIONS,AID  INSTITUTIONS/INDIVIDUALS,UNIVERSITY OF CENTRAL MISSOURI,13871.55
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,UNIVERSITY OF CENTRAL MISSOURI,1954.05
2011,HEALTH AND SENIOR SERVICES,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF CENTRAL MISSOURI,47224.05
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,UNIVERSITY OF CENTRAL MISSOURI,2639.5
2011,LABOR AND INDUSTRIAL RELATIONS,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF CENTRAL MISSOURI,125
2011,CORRECTIONS,SUPPLIES,PUBLICATIONS & SUBSCRIPTIONS,UNIVERSITY OF CENTRAL MISSOURI,175
2011,NATURAL RESOURCES,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,UNIVERSITY OF CENTRAL MISSOURI,10000
2011,ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,UNIVERSITY OF CENTRAL MISSOURI,4572.36
2011,LABOR AND INDUSTRIAL RELATIONS,PROFESSIONAL DEVELOPMENT,ORGANIZATION MEMBERSHIPS,UNIVERSITY OF CENTRAL MISSOURI,50
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNIVERSITY OF CENTRAL MISSOURI,484
2011,HIGHER EDUCATION,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF CENTRAL MISSOURI,16061.46
2011,CORRECTIONS,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNIVERSITY OF CENTRAL MISSOURI,4
2011,HIGHER EDUCATION,PROGRAM DISTRIBUTIONS,EDUCATION ASSIST PAYMENTS,UNIVERSITY OF CENTRAL MISSOURI,2633736
2011,CORRECTIONS,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNIVERSITY OF CENTRAL MISSOURI,4
2011,LABOR AND INDUSTRIAL RELATIONS,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF CENTRAL MISSOURI,50
2011,ECONOMIC DEVELOPMENT,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF CENTRAL MISSOURI,7537
2011,HIGHER EDUCATION,PROGRAM DISTRIBUTIONS,AID EDUC INSTIT & SCHOOL DIST,UNIVERSITY OF CENTRAL MISSOURI,60115575
2011,CORRECTIONS,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,UNIVERSITY OF CENTRAL MISSOURI,30000
2011,TRANSPORTATION,PROGRAM DISTRIBUTIONS,DISTRIBUTION  STATE AGENCIES,UNIVERSITY OF CENTRAL MISSOURI,1723155.21
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,UNIVERSITY OF CENTRAL MISSOURI,536271.44
2011,TRANSPORTATION,SUPPLIES,PUBLICATIONS & SUBSCRIPTIONS,UNIVERSITY OF CENTRAL MISSOURI,1715
2011,ELEMENTARY AND SECONDARY EDUCATION,MISCELLANEOUS EXPENSES,AGENCY PROVIDED FOOD,UNIVERSITY OF CENTRAL MISSOURI,1991
2011,TRANSPORTATION,PROGRAM DISTRIBUTIONS,AID TO LOCAL GOVERNMENTS,UNIVERSITY OF CENTRAL MISSOURI,43820
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF CENTRAL MISSOURI,45308
2011,TRANSPORTATION,PROGRAM DISTRIBUTIONS,DISTRIBUTION  STATE AGENCIES,UNIVERSITY OF CENTRAL MISSOURI,93708.27
2011,CORRECTIONS,SUPPLIES,EDUCATION SUPPLIES,UNIVERSITY OF CENTRAL MISSOURI,385
2011,TRANSPORTATION,PROGRAM DISTRIBUTIONS,AID TO LOCAL GOVERNMENTS,UNIVERSITY OF CENTRAL MISSOURI,43121.01
2011,ECONOMIC DEVELOPMENT,PROGRAM DISTRIBUTIONS,EDUCATION ASSIST PAYMENTS,UNIVERSITY OF CENTRAL MISSOURI,12302.43
2011,TRANSPORTATION,PROGRAM DISTRIBUTIONS,AID TO LOCAL GOVERNMENTS,UNIVERSITY OF CENTRAL MISSOURI,16881.92
2011,ECONOMIC DEVELOPMENT,PROGRAM DISTRIBUTIONS,EDUCATION ASSIST PAYMENTS,UNIVERSITY OF CENTRAL MISSOURI,20
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF CENTRAL MISSOURI,412505.42
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNIVERSITY OF CENTRAL MISSOURI,375
2011,SOCIAL SERVICES,PROFESSIONAL SERVICES,MEDICAL & DENTAL SERVICES,UNIVERSITY OF KANSAS,112.94
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNIVERSITY OF KANSAS,6522.82
2011,SOCIAL SERVICES,PROFESSIONAL SERVICES,MEDICAL & DENTAL SERVICES,UNIVERSITY OF KANSAS,43
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,UNIVERSITY OF KANSAS,1604.21
2011,PUBLIC SAFETY,PROGRAM DISTRIBUTIONS,CRIME VICTIMS PAYMENTS,UNIVERSITY OF KANSAS,20521.64
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,UNIVERSITY OF KANSAS,27533.16
2011,PUBLIC SAFETY,BUILDING LEASE PAYMENTS,MEETING ROOM/EXHIBIT SPACE RENTALS,UNIVERSITY OF KANSAS,75
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNIVERSITY OF KANSAS,30457.7
2011,SOCIAL SERVICES,MISCELLANEOUS EXPENSES,COPIES OF RECORDS,UNIVERSITY OF KANSAS,49.42
2011,OFFICE OF ADMINISTRATION,PROFESSIONAL SERVICES,MEDICAL & DENTAL SERVICES,UNIVERSITY OF KANSAS,191.39
2011,NATURAL RESOURCES,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF MISSOURI,270
2011,OFFICE OF SECRETARY OF STATE,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF MISSOURI,23
2011,NATURAL RESOURCES,PROFESSIONAL SERVICES,NON-MEDICAL LABORATORY SERVICES,UNIVERSITY OF MISSOURI,471
2011,SOCIAL SERVICES,PROGRAM DISTRIBUTIONS,OTHER ASSISTANCE BENEFITS,UNIVERSITY OF MISSOURI,15774.19
2011,HIGHER EDUCATION,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF MISSOURI,90
2011,SOCIAL SERVICES,PROFESSIONAL SERVICES,MEDICAL & DENTAL SERVICES,UNIVERSITY OF MISSOURI,27.51
2011,HEALTH AND SENIOR SERVICES,TRAVEL,IN-STATE MILEAGE,UNIVERSITY OF MISSOURI,43.51
2011,PUBLIC SAFETY,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF MISSOURI,3450
2011,MENTAL HEALTH,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF MISSOURI,170
2011,HEALTH AND SENIOR SERVICES,PROFESSIONAL SERVICES,PROFESSIONAL SPEAKER & ENTERTAINER SERV,UNIVERSITY OF MISSOURI,500
2011,MENTAL HEALTH,PROFESSIONAL SERVICES,MEDICAL & DENTAL SERVICES,UNIVERSITY OF MISSOURI,20.59
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF MISSOURI,750
2011,NATURAL RESOURCES,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF MISSOURI,555
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNIVERSITY OF MISSOURI,22.12
2011,TRANSPORTATION,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF MISSOURI,170
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,UNIVERSITY OF MISSOURI,134980.61
2011,ECONOMIC DEVELOPMENT,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF MISSOURI,8370
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,OTHER ASSISTANCE BENEFITS,UNIVERSITY OF MISSOURI,120
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNIVERSITY OF MISSOURI,360
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNIVERSITY OF MISSOURI,47.22
2011,CONSERVATION,PROFESSIONAL SERVICES,NON-MEDICAL LABORATORY SERVICES,UNIVERSITY OF MISSOURI,1254
2011,ECONOMIC DEVELOPMENT,PROGRAM DISTRIBUTIONS,EDUCATION ASSIST PAYMENTS,UNIVERSITY OF MISSOURI,5563.05
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,UNIVERSITY OF MISSOURI,360
2011,SOCIAL SERVICES,PROGRAM DISTRIBUTIONS,OTHER ASSISTANCE BENEFITS,UNIVERSITY OF MISSOURI-KC,450
2011,CONSERVATION,BUILDING LEASE PAYMENTS,PARKING LEASES,UNIVERSITY OF MISSOURI-KC,3594
2011,OFFICE OF ATTORNEY GENERAL,TRAVEL,OTHER IN-STATE TRAVEL EXPENSES,UNIVERSITY OF MISSOURI-KC,161
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNIVERSITY OF MISSOURI-KC,75
2011,SOCIAL SERVICES,PROFESSIONAL SERVICES,PROGRAM CONSULTANT SERVICES,UNIVERSITY OF MISSOURI-KC,37499.94
2011,ECONOMIC DEVELOPMENT,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF MISSOURI-KC,5963.36
2011,SOCIAL SERVICES,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNIVERSITY OF MISSOURI-KC,2250
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,UNIVERSITY OF MISSOURI-KC,723.35
2011,NATURAL RESOURCES,BUILDING LEASE PAYMENTS,PARKING LEASES,UNIVERSITY OF MISSOURI-KC,600
2011,ELEMENTARY AND SECONDARY EDUCATION,MISCELLANEOUS EXPENSES,AGENCY PROVIDED FOOD,UNIVERSITY OF MISSOURI-KC,364.8
2011,HEALTH AND SENIOR SERVICES,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF MISSOURI-KC,35673.69
2011,TRANSPORTATION,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,UNIVERSITY OF MISSOURI-KC,54512.51
2011,HEALTH AND SENIOR SERVICES,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF MISSOURI-KC,424250.22
2011,MENTAL HEALTH,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,UNIVERSITY OF MISSOURI-KC,36025.89
2011,HIGHER EDUCATION,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF MISSOURI-KC,59143.22
2011,HIGHER EDUCATION,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNIVERSITY OF MISSOURI-KC,183472.71
2011,NATURAL RESOURCES,PROGRAM DISTRIBUTIONS,AID EDUC INSTIT & SCHOOL DIST,UNIVERSITY OF MO-COLUMBIA,563531.65
2011,ELEMENTARY AND SECONDARY EDUCATION,TRAVEL,IN-STATE MILEAGE,UNIVERSITY OF MO-COLUMBIA,25.9
2011,HIGHER EDUCATION,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,UNIVERSITY OF MO-COLUMBIA,129.01
2011,HEALTH AND SENIOR SERVICES,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,UNIVERSITY OF MO-COLUMBIA,19197.61
2011,OFFICE OF ADMINISTRATION,COMPUTER EQUIPMENT,UNDER THRESHOLD-NON MNFRAME COMP SFTWARE,UNIVERSITY OF MO-COLUMBIA,69666.67
2011,HEALTH AND SENIOR SERVICES,PROFESSIONAL SERVICES,MEDICAL & DENTAL SERVICES,UNIVERSITY OF MO-COLUMBIA,132412.72
2011,LABOR AND INDUSTRIAL RELATIONS,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF MO-COLUMBIA,1500
2011,HEALTH AND SENIOR SERVICES,PROFESSIONAL SERVICES,EDUCATIONAL SERVICES,UNIVERSITY OF MO-COLUMBIA,1500
2011,JUDICIARY,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF MO-COLUMBIA,450
2011,CONSERVATION,PROGRAM DISTRIBUTIONS,AID  INSTITUTIONS/INDIVIDUALS,UNIVERSITY OF MO-COLUMBIA,4375
2011,JUDICIARY,SUPPLIES,PUBLICATIONS & SUBSCRIPTIONS,UNIVERSITY OF MO-COLUMBIA,40
2011,HEALTH AND SENIOR SERVICES,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF MO-COLUMBIA,1905
2011,MENTAL HEALTH,PROGRAM DISTRIBUTIONS,MENTAL HEALTH PAYMNTS-1099 YES,UNIVERSITY OF MO-COLUMBIA,132435.17
2011,HEALTH AND SENIOR SERVICES,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UNIVERSITY OF MO-COLUMBIA,5000
2011,NATURAL RESOURCES,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,UNIVERSITY OF MO-COLUMBIA,610
2011,CONSERVATION,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,UNIVERSITY OF MO-COLUMBIA,135
2011,JUDICIARY,SUPPLIES,LIBRARY MATERIAL & SUPPLIES,UNIVERSITY OF MO-COLUMBIA,40
2011,ELEMENTARY AND SECONDARY EDUCATION,MISCELLANEOUS EXPENSES,AGENCY PROVIDED FOOD,UNIVERSITY OF MO-COLUMBIA,239.7
2011,MENTAL HEALTH,COMMUNICATION SERVICE & SUPPLIES,OTHER COMMUNICATION CHARGES,UNIVERSITY OF MO-COLUMBIA,2841
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNIVERSITY OF MO-COLUMBIA,180
2011,LEGISLATURE,COMMUNICATION SERVICE & SUPPLIES,AUDIO/VIDEO CHARGES,UNIVERSITY OF MO-COLUMBIA,310
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNIVERSITY OF MO-COLUMBIA,1140
